Id,SalePrice
1641,178126.703284
1642,221233.272957
1643,225270.796967
1644,223394.879691
1645,177538.027679
1646,158381.451239
1647,170007.380341
1648,132882.946186
1649,137980.798465
1650,116823.607992
1651,124991.316757
1652,97927.1342923
1653,94745.7604837
1654,153562.898102
1655,158261.286459
1656,153145.070103
1657,153562.898102
1658,155027.698708
1659,145830.568445
1660,145731.125707
1661,446525.840754
1662,408552.284299
1663,404504.25006
1664,351696.389311
1665,304447.806274
1666,326273.399863
1667,352033.074722
1668,341232.53959
1669,306149.676088
1670,362114.738823
1671,263512.492288
1672,422643.096655
1673,313261.813199
1674,245128.266258
1675,178212.140004
1676,178054.579313
1677,208774.078709
1678,410023.481917
1679,358148.356961
1680,314779.966845
1681,237613.420289
1682,295934.304439
1683,178228.628039
1684,176830.812524
1685,178418.779736
1686,171104.916444
1687,168174.981259
1688,184244.516098
1689,187529.232458
1690,194767.01046
1691,179548.842989
1692,274492.928074
1693,172492.426004
1694,182413.658524
1695,169507.374481
1696,282853.374802
1697,172875.930103
1698,366357.614724
1699,317904.903462
1700,240261.910122
1701,261481.637795
1702,259063.988824
1703,257375.636474
1704,286703.370926
1705,218153.55148
1706,406782.906183
1707,207501.461737
1708,197619.014005
1709,290923.545289
1710,213617.618108
1711,246823.580579
1712,271157.259645
1713,257471.805176
1714,220774.413633
1715,199000.011007
1716,177727.719758
1717,173395.909565
1718,136850.563511
1719,200153.103205
1720,252740.264374
1721,169891.809484
1722,130298.299328
1723,161280.027214
1724,186953.04251
1725,233091.734446
1726,183880.130869
1727,155128.214334
1728,190866.76489
1729,167074.686937
1730,164445.223156
1731,120994.561148
1732,130726.612498
1733,119425.07111
1734,123036.961967
1735,133835.444799
1736,117800.496356
1737,330775.232415
1738,206258.637541
1739,265537.798876
1740,217297.738838
1741,185118.275008
1742,174446.008752
1743,175963.606525
1744,286866.843456
1745,208909.83522
1746,220595.669569
1747,228013.204487
1748,217219.418594
1749,149069.573487
1750,131552.588354
1751,239703.874819
1752,122813.732552
1753,138212.784918
1754,194432.487604
1755,163744.756748
1756,130468.714921
1757,125593.318287
1758,139912.140157
1759,172254.335836
1760,161095.178296
1761,140930.422674
1762,167551.302893
1763,177671.107474
1764,115513.636058
1765,142438.513545
1766,180597.705135
1767,214801.140939
1768,141811.767719
1769,180915.796252
1770,143340.161805
1771,129490.433436
1772,131310.670944
1773,130203.667261
1774,140314.774344
1775,139610.056417
1776,125991.578542
1777,113099.164154
1778,140855.165382
1779,109997.486674
1780,186716.365357
1781,135210.784853
1782,90837.7319325
1783,128487.507506
1784,98106.5022724
1785,119020.206486
1786,140095.361698
1787,170601.361355
1788,55197.0899121
1789,98700.1246017
1790,76840.2585273
1791,167736.539609
1792,152298.421569
1793,129055.410594
1794,144879.5144
1795,138847.365895
1796,126449.114668
1797,111415.398173
1798,127632.410538
1799,115111.932332
1800,128571.695562
1801,123391.06444
1802,140893.532366
1803,149351.233833
1804,139440.227723
1805,139887.898961
1806,108427.722732
1807,132416.245771
1808,118760.252601
1809,121278.131279
1810,143637.745412
1811,100318.449464
1812,100627.055618
1813,118891.311394
1814,101163.002613
1815,53470.0638721
1816,92796.2079205
1817,117069.878289
1818,134563.420691
1819,123810.083307
1820,57311.1054134
1821,115584.326105
1822,153386.139697
1823,37850.3474367
1824,127650.21559
1825,128311.438793
1826,98683.540954
1827,106954.618857
1828,137363.015423
1829,113877.705322
1830,136607.455281
1831,174878.518186
1832,84207.9767732
1833,135192.505724
1834,118012.215473
1835,139105.195605
1836,120748.740376
1837,96295.1255489
1838,123133.012738
1839,80449.5993825
1840,147162.587141
1841,148702.983572
1842,75379.9303926
1843,133007.927371
1844,129997.914008
1845,137843.8687
1846,157644.877294
1847,153447.028345
1848,52918.6109525
1849,118548.972517
1850,126744.110672
1851,156372.076525
1852,134672.966864
1853,130422.921716
1854,173997.220474
1855,138906.209176
1856,215609.540908
1857,168558.80821
1858,132041.746431
1859,128757.29537
1860,149827.39002
1861,128757.29537
1862,292298.782116
1863,291193.012731
1864,291193.012731
1865,345443.626647
1866,343702.389588
1867,241951.295235
1868,295320.157524
1869,199476.107492
1870,246483.892656
1871,254161.640004
1872,171073.607461
1873,230229.415165
1874,142803.13785
1875,211602.220787
1876,188284.301163
1877,213378.00616
1878,206010.235404
1879,136172.427834
1880,136376.571502
1881,238071.92093
1882,257892.557595
1883,194136.259737
1884,203196.264532
1885,264843.218547
1886,298961.369812
1887,208353.786682
1888,283211.715873
1889,161248.297757
1890,132347.333791
1891,134610.719736
1892,113992.025279
1893,125760.626822
1894,128722.153325
1895,138449.977274
1896,124532.217116
1897,109446.33032
1898,105254.338836
1899,153192.702641
1900,155369.327178
1901,164988.873755
1902,137691.716291
1903,198796.163194
1904,143878.167398
1905,193584.157308
1906,157685.139488
1907,200358.934899
1908,112095.38803
1909,133055.780981
1910,123110.311566
1911,217206.253552
1912,330384.807694
1913,140401.104616
1914,52578.3007193
1915,296506.593087
1916,62217.7230809
1917,267406.338699
1918,139924.91927
1919,163383.241626
1920,149115.998472
1921,436706.077442
1922,338092.568863
1923,204624.409499
1924,215753.324775
1925,207591.921096
1926,393236.585525
1927,135292.233156
1928,169947.938908
1929,119698.688677
1930,125922.876431
1931,143667.15293
1932,134954.619172
1933,172321.391092
1934,181972.247742
1935,167961.884057
1936,190572.007581
1937,182061.736351
1938,174674.253358
1939,241574.359176
1940,189671.003694
1941,167172.288173
1942,183820.426526
1943,201194.22337
1944,327297.943202
1945,358390.575316
1946,153253.406776
1947,291798.2963
1948,177588.799285
1949,248952.184317
1950,182009.13489
1951,263001.008212
1952,216953.50723
1953,166551.708573
1954,200612.193863
1955,129700.068765
1956,280183.342235
1957,160157.049523
1958,325338.319509
1959,141523.461027
1960,120402.134582
1961,119699.774519
1962,96888.5685893
1963,99418.6474827
1964,108532.592064
1965,150933.900206
1966,159135.917727
1967,281713.150213
1968,383315.138753
1969,379038.080891
1970,434872.401404
1971,421489.126541
1972,392610.694332
1973,267854.440325
1974,320274.96251
1975,393140.25258
1976,272517.564627
1977,346859.607912
1978,361844.926897
1979,345967.601573
1980,186177.01946
1981,368977.937671
1982,220211.321401
1983,203703.674982
1984,171677.520269
1985,226624.370783
1986,220598.710488
1987,184112.368183
1988,177696.050322
1989,193147.651073
1990,218903.828596
1991,218335.491227
1992,207231.949005
1993,170391.189429
1994,244835.674048
1995,179366.955028
1996,250109.948751
1997,325070.66752
1998,337826.787158
1999,246149.400307
2000,318975.200843
2001,254845.317881
2002,239995.477064
2003,250071.487036
2004,212312.338918
2005,215819.906833
2006,220600.682188
2007,250350.314664
2008,213989.945497
2009,185390.783473
2010,194319.121499
2011,141985.831838
2012,178773.157501
2013,183374.85218
2014,183065.172618
2015,201570.627462
2016,188138.993645
2017,192210.873608
2018,117237.752216
2019,134030.049853
2020,113188.10852
2021,115267.238074
2022,184959.427147
2023,139730.879297
2024,226133.041501
2025,349731.50387
2026,175835.202792
2027,144433.829809
2028,156666.959731
2029,168677.519148
2030,283786.653891
2031,222783.099303
2032,245734.428348
2033,270159.255504
2034,166872.515017
2035,200907.582489
2036,204238.791368
2037,204355.754333
2038,293740.969256
2039,225280.777749
2040,289855.161591
2041,279514.260643
2042,195920.461788
2043,169855.051188
2044,165203.543803
2045,215974.468809
2046,137888.23238
2047,148856.773924
2048,135601.550068
2049,138465.58772
2050,183125.24126
2051,100663.159671
2052,130083.181476
2053,145514.534004
2054,81750.4294291
2055,163166.102567
2056,133790.238032
2057,122800.814789
2058,222584.961683
2059,130230.951641
2060,163861.106409
2061,179474.618337
2062,134078.886205
2063,112832.332739
2064,143568.141617
2065,119530.211828
2066,172449.58984
2067,111521.005311
2068,146552.673174
2069,86777.7600733
2070,114330.07717
2071,86267.8340301
2072,134236.842212
2073,139056.468488
2074,184741.014884
2075,150353.682374
2076,126248.781457
2077,147249.500502
2078,130420.878502
2079,130711.768197
2080,120179.082253
2081,127680.181586
2082,124501.543304
2083,149216.421252
2084,116247.218107
2085,122374.865709
2086,115525.520237
2087,121283.840388
2088,85815.2670334
2089,81745.2293337
2090,129558.035693
2091,119168.79289
2092,123316.7674
2093,122349.430511
2094,128680.685815
2095,147675.787848
2096,77577.37326
2097,90918.3738748
2098,140405.506501
2099,56416.8136424
2100,84828.8493548
2101,124169.363261
2102,128597.955866
2103,104253.954424
2104,125063.577563
2105,126522.416274
2106,58838.3768082
2107,211871.175076
2108,118924.273881
2109,120700.508558
2110,129027.917594
2111,152831.551658
2112,137090.256074
2113,116915.222873
2114,103979.825985
2115,151066.707747
2116,120731.902513
2117,147161.272682
2118,118540.411426
2119,101598.498888
2120,112843.902105
2121,102211.053133
2122,99938.6962868
2123,83374.2420184
2124,172057.728899
2125,124172.032905
2126,149219.619736
2127,139611.697898
2128,117360.033805
2129,103909.445823
2130,134872.323775
2131,157339.610585
2132,116277.91558
2133,122283.045271
2134,122270.316297
2135,101217.114895
2136,67324.57789
2137,109591.105623
2138,133797.322708
2139,151513.320671
2140,136595.191584
2141,132927.939688
2142,127146.41415
2143,137345.863947
2144,108243.794518
2145,135061.502319
2146,166164.231125
2147,143447.839928
2148,126981.967406
2149,138676.732884
2150,226321.438326
2151,125046.297748
2152,185671.02598
2153,163691.769923
2154,108552.923488
2155,131783.667867
2156,272145.473594
2157,234588.837217
2158,232371.794327
2159,218305.340348
2160,174175.158306
2161,245385.264366
2162,350791.93345
2163,362811.191656
2164,256462.789347
2165,182411.29167
2166,146025.498361
2167,219276.712704
2168,195624.70688
2169,194516.551533
2170,212014.354221
2171,143356.034459
2172,140613.542416
2173,157191.331106
2174,231287.081968
2175,335000.226262
2176,321177.462064
2177,247018.401884
2178,216269.19411
2179,142822.193034
2180,215148.046684
2181,191819.827558
2182,219421.890397
2183,184424.931347
2184,129246.966776
2185,114055.145187
2186,144748.481433
2187,154481.547706
2188,163828.032788
2189,204108.568438
2190,87481.3104155
2191,89932.5553539
2192,93164.912785
2193,100148.743107
2194,105462.576648
2195,117462.106501
2196,109858.250147
2197,113337.705938
2198,159472.238464
2199,173679.913813
2200,136202.938682
2201,139660.985665
2202,219487.331404
2203,153002.782589
2204,174963.849085
2205,114558.106387
2206,127921.059879
2207,225428.90843
2208,256669.753273
2209,212136.825986
2210,118687.684993
2211,122535.484042
2212,113169.198254
2213,106596.740476
2214,125423.173763
2215,104195.373504
2216,136998.343273
2217,72962.7194947
2218,71372.9770122
2219,69629.2826624
2220,62727.7186849
2221,296506.593087
2222,252372.999345
2223,307843.691895
2224,208402.539734
2225,125510.207326
2226,170774.24507
2227,208179.141233
2228,273758.847226
2229,241952.957666
2230,151673.249993
2231,222808.146077
2232,177033.551582
2233,171888.471211
2234,237434.081966
2235,209981.084562
2236,271737.980514
2237,324738.741567
2238,214538.985574
2239,115334.156998
2240,163582.651311
2241,150560.087407
2242,130278.463877
2243,127600.485353
2244,102932.907731
2245,96772.1924791
2246,151579.407624
2247,105563.802214
2248,119629.990821
2249,127942.516173
2250,136493.972138
2251,102584.885797
2252,177609.395839
2253,157544.342402
2254,170543.692115
2255,186950.971583
2256,188757.163044
2257,204300.294408
2258,176425.709696
2259,171492.722181
2260,156104.129627
2261,198572.849409
2262,215397.501563
2263,336471.944473
2264,432432.731947
2265,178423.704783
2266,275092.532602
2267,349008.286506
2268,392821.262077
2269,152029.272475
2270,187125.441814
2271,228815.981256
2272,200369.775232
2273,157057.673383
2274,170080.541038
2275,172756.689978
2276,190051.660315
2277,181926.816389
2278,146663.408961
2279,122443.416887
2280,129731.800629
2281,159664.425377
2282,179325.954209
2283,100035.646882
2284,109042.333175
2285,158451.181461
2286,127474.033132
2287,361726.254839
2288,266440.190733
2289,384350.451111
2290,454526.539024
2291,324496.83663
2292,426094.149134
2293,455785.24675
2294,422391.16902
2295,427830.638456
2296,295444.231685
2297,303128.950257
2298,313675.114492
2299,386596.237339
2300,332254.035077
2301,265345.619727
2302,241284.982276
2303,245331.529905
2304,214175.88463
2305,177849.919153
2306,172481.494636
2307,176159.166084
2308,228697.427953
2309,277859.144698
2310,210993.412168
2311,199499.012699
2312,183144.620304
2313,177051.089099
2314,178221.470309
2315,182553.130004
2316,190914.802999
2317,178175.932587
2318,179651.585938
2319,183477.544927
2320,186973.07594
2321,254604.552465
2322,178109.068408
2323,181337.583998
2324,166308.046988
2325,213505.5381
2326,168174.981259
2327,215255.53928
2328,224865.130874
2329,184099.159111
2330,173376.439416
2331,367217.906792
2332,382540.824396
2333,321443.932154
2334,260070.70487
2335,263430.57036
2336,327366.112319
2337,189883.10264
2338,275903.28187
2339,224919.879594
2340,386942.063407
2341,215888.203078
2342,246989.142255
2343,225407.618518
2344,221801.976823
2345,243545.653057
2346,210028.330144
2347,189940.824728
2348,232740.52045
2349,173581.220745
2350,276450.47445
2351,250582.933562
2352,250350.314664
2353,214145.167275
2354,135374.86815
2355,157496.861557
2356,153826.893759
2357,195759.317095
2358,184316.507356
2359,124678.0105
2360,117302.569953
2361,142174.903043
2362,241529.929062
2363,140322.379458
2364,156885.309575
2365,209750.151058
2366,193350.466849
2367,225536.536257
2368,203482.191521
2369,232269.642389
2370,171669.540879
2371,170983.033944
2372,179933.145487
2373,282373.184068
2374,304473.850224
2375,264366.528827
2376,272251.670845
2377,348843.95373
2378,141819.961754
2379,187216.27555
2380,143008.449547
2381,149868.85444
2382,196802.623773
2383,204143.478308
2384,244256.554305
2385,160666.047179
2386,132582.279399
2387,133483.563874
2388,98443.3384244
2389,124430.636632
2390,148982.618548
2391,138895.727459
2392,119814.512917
2393,171747.622009
2394,147179.051693
2395,203322.092453
2396,140130.122638
2397,216649.03095
2398,129782.019455
2399,53207.3742529
2400,52389.5048939
2401,113603.696
2402,143199.68066
2403,137321.766765
2404,143876.941287
2405,158456.719842
2406,140834.51146
2407,131268.15617
2408,139110.266982
2409,129744.336886
2410,165706.443904
2411,121385.346481
2412,155533.858666
2413,133348.365795
2414,142926.05745
2415,136553.892975
2416,131252.322665
2417,132046.082586
2418,128253.141806
2419,125671.760098
2420,123339.994019
2421,145110.19619
2422,115794.590117
2423,125720.781453
2424,157079.45957
2425,173893.163506
2426,128580.823802
2427,137140.213633
2428,177381.832513
2429,119367.316416
2430,133226.634048
2431,114180.398849
2432,144707.184668
2433,147389.465603
2434,133312.719706
2435,143732.527514
2436,103555.630734
2437,110882.799656
2438,125876.73473
2439,106136.77132
2440,123482.046308
2441,90714.0326795
2442,101589.963783
2443,118473.715114
2444,130013.768245
2445,76615.9429487
2446,118539.39673
2447,201392.995668
2448,130627.97229
2449,104637.046243
2450,147381.633729
2451,120503.322981
2452,198053.054764
2453,95693.9731665
2454,126566.037158
2455,111756.825255
2456,134045.544653
2457,120942.950458
2458,112889.364767
2459,108383.728535
2460,134768.107091
2461,114196.416698
2462,129587.132711
2463,120343.809532
2464,152393.475375
2465,126221.522484
2466,111278.763876
2467,140311.001253
2468,76153.6045983
2469,75622.5392962
2470,181535.085978
2471,218820.606464
2472,164826.366322
2473,117342.460168
2474,79675.2406504
2475,219548.446459
2476,104207.587962
2477,125514.976134
2478,155980.428038
2479,111624.148366
2480,146006.449259
2481,118975.592695
2482,126814.286224
2483,114565.964171
2484,120496.23326
2485,123731.682922
2486,155966.655672
2487,176402.021308
2488,164541.417063
2489,152872.163093
2490,156440.284351
2491,88804.7896938
2492,175031.350319
2493,145277.211491
2494,162326.825812
2495,86486.6600345
2496,248690.594346
2497,147369.396973
2498,115236.344602
2499,92336.6701123
2500,126076.838861
2501,137576.507129
2502,147699.613374
2503,92744.1894424
2504,173670.006655
2505,224114.003025
2506,258687.408935
2507,302118.020007
2508,258687.408935
2509,216176.61006
2510,237527.876435
2511,180094.163845
2512,200837.854079
2513,210631.701931
2514,245874.992019
2515,148996.181979
2516,158779.324104
2517,138638.181618
2518,149103.349731
2519,218228.12587
2520,206638.167903
2521,188160.45046
2522,222752.383497
2523,124988.419196
2524,137950.585156
2525,143797.898813
2526,138858.760917
2527,107832.106861
2528,130328.08667
2529,129808.011671
2530,115002.143333
2531,251001.557197
2532,220831.909412
2533,193474.357641
2534,242376.037036
2535,340659.172905
2536,234353.303241
2537,229621.372358
2538,184514.545239
2539,191489.439521
2540,170149.276464
2541,186148.845899
2542,165631.430641
2543,126901.87254
2544,127942.252658
2545,135839.738186
2546,138187.381224
2547,139511.911719
2548,145676.159696
2549,162037.554271
2550,254743.534649
2551,132962.653989
2552,128055.728331
2553,83881.5064487
2554,104048.457559
2555,115615.330337
2556,104959.546894
2557,115375.269795
2558,150021.9022
2559,135386.666886
2560,140974.983589
2561,145016.676007
2562,130788.701625
2563,146830.574753
2564,194199.881381
2565,134186.504735
2566,155326.695833
2567,128375.963479
2568,185372.208199
2569,206254.838572
2570,118460.751648
2571,174994.188408
2572,177778.588227
2573,190360.269533
2574,291658.851074
2575,124300.484043
2576,130588.050329
2577,154547.821046
2578,90293.3258516
2579,65961.7126735
2580,109643.924109
2581,106779.564851
2582,110190.555635
2583,283939.014858
2584,159166.060283
2585,175899.750539
2586,213077.624801
2587,201200.359469
2588,156342.211794
2589,145105.989789
2590,226422.971297
2591,208543.190639
2592,213777.148265
2593,269458.395777
2594,181065.615353
2595,203839.984023
2596,310462.294307
2597,182877.959014
2598,273079.573287
2599,302069.970234
2600,144157.836364
2601,141778.887867
2602,85233.8689025
2603,95157.2817775
2604,85488.9198457
2605,80728.8049859
2606,136307.035197
2607,177621.221546
2608,199712.466932
2609,163036.843664
2610,106679.353358
2611,127442.689119
2612,152441.237157
2613,129316.831334
2614,129353.696829
2615,150560.345102
2616,143257.47421
2617,170440.633737
2618,214713.96585
2619,205700.850638
2620,185122.331852
2621,182045.674653
2622,177134.522736
2623,261495.11553
2624,305082.73026
2625,323332.703221
2626,170957.571681
2627,181385.833917
2628,450146.098433
2629,498821.373472
2630,368010.870874
2631,463306.603941
2632,407300.902469
2633,291614.998026
2634,396661.039508
2635,151348.385117
2636,180870.418142
2637,182282.163896
2638,254615.796653
2639,188645.705005
2640,152399.078345
2641,103512.920967
2642,196752.467508
2643,102589.979189
2644,123517.191032
2645,101422.34884
2646,96990.8397146
2647,98750.465772
2648,144542.022315
2649,146468.622516
2650,152497.564342
2651,147828.549852
2652,426665.784864
2653,253978.337295
2654,244954.170888
2655,373172.983286
2656,337933.878821
2657,352598.99811
2658,274611.017298
2659,311947.727042
2660,354799.148647
2661,363374.067373
2662,355357.154876
2663,279348.970977
2664,255693.703377
2665,327517.757611
2666,271967.868608
2667,148663.392698
2668,190637.149295
2669,167444.881199
2670,295578.784305
2671,192207.065174
2672,188314.081371
2673,210451.600118
2674,208654.805411
2675,179491.879014
2676,187529.232458
2677,190274.582665
2678,271102.67588
2679,282700.418756
2680,286194.651086
2681,399290.068952
2682,321583.75342
2683,521218.929023
2684,322975.811332
2685,339375.778629
2686,257162.385892
2687,307385.806232
2688,232914.285321
2689,209385.651257
2690,451451.477869
2691,178884.382292
2692,133640.083202
2693,191104.306344
2694,135481.83514
2695,188160.45046
2696,186670.515834
2697,177050.811023
2698,186861.091047
2699,177021.098106
2700,157100.321375
2701,149890.598439
2702,112249.620197
2703,137981.08628
2704,141080.684698
2705,121915.875477
2706,118621.884113
2707,126267.398549
2708,142087.668396
2709,112771.730513
2710,129823.723937
2711,270867.82224
2712,358529.76046
2713,167901.617633
2714,153295.39219
2715,171073.382094
2716,150073.448562
2717,179470.03194
2718,232898.914784
2719,157504.500685
2720,175753.266533
2721,135940.025199
2722,154968.610382
2723,150491.750906
2724,131296.700377
2725,130465.16577
2726,144662.848225
2727,176605.866469
2728,167987.510119
2729,155291.154225
2730,143612.228562
2731,128212.788683
2732,127808.90238
2733,165467.591537
2734,139321.939528
2735,133196.140919
2736,137870.499176
2737,126803.412262
2738,136853.571081
2739,158993.50068
2740,134790.959424
2741,140498.336264
2742,153591.327226
2743,146944.370837
2744,153546.003096
2745,140961.566577
2746,136778.557128
2747,155024.955981
2748,125184.1733
2749,126508.850752
2750,132592.03779
2751,138910.281506
2752,216738.040063
2753,154829.098772
2754,188515.759292
2755,127396.128662
2756,86574.9167429
2757,58050.4555101
2758,80814.2416946
2759,153850.730055
2760,125040.206647
2761,141014.42073
2762,138096.007304
2763,183564.432075
2764,159928.119848
2765,292778.963859
2766,128899.35827
2767,86473.3869137
2768,131792.554175
2769,131809.67047
2770,156688.648045
2771,109852.217169
2772,118866.263261
2773,148892.284927
2774,136349.724374
2775,118769.261592
2776,142305.443434
2777,148792.110135
2778,114258.880427
2779,117606.973414
2780,96423.75711
2781,99222.8834114
2782,93805.9225811
2783,93348.8744856
2784,126666.348523
2785,132416.720275
2786,68916.0330645
2787,119230.146748
2788,73828.3725351
2789,178044.978554
2790,90046.6688155
2791,115800.769515
2792,49452.1228492
2793,153575.006343
2794,95004.8662886
2795,111997.668475
2796,100018.791744
2797,185770.470444
2798,112834.943795
2799,114613.02613
2800,68233.5317869
2801,111724.635746
2802,142165.140665
2803,155520.605001
2804,138173.916806
2805,96312.1476593
2806,81965.6159093
2807,166172.884953
2808,144690.435863
2809,133624.079883
2810,132531.247054
2811,152378.741768
2812,146012.061824
2813,144351.335947
2814,153293.0348
2815,103659.91181
2816,239816.461596
2817,139421.846478
2818,124821.164575
2819,157648.902119
2820,132489.423398
2821,99423.4622115
2822,200155.338832
2823,272092.93101
2824,164326.253399
2825,156169.88838
2826,132390.837311
2827,138249.345199
2828,191613.104812
2829,186176.911883
2830,233669.308241
2831,182859.475518
2832,250091.267602
2833,287413.326127
2834,206794.59697
2835,221292.762963
2836,189193.821573
2837,159837.200929
2838,148463.056226
2839,180163.520948
2840,207360.276129
2841,200737.928636
2842,220538.669365
2843,145192.219816
2844,142580.161262
2845,123874.810247
2846,201424.680267
2847,193315.954139
2848,215327.27836
2849,202503.472765
2850,285255.438467
2851,237093.887072
2852,232523.538382
2853,230501.113106
2854,144152.181572
2855,201461.051625
2856,200707.251807
2857,188254.067966
2858,208804.784393
2859,120823.442029
2860,123714.641896
2861,127224.464601
2862,192183.024708
2863,124058.070284
2864,240504.419485
2865,138800.436833
2866,148315.23361
2867,95870.1900467
2868,98079.4953833
2869,102347.174579
2870,137052.387834
2871,98278.4088029
2872,50538.7936022
2873,102468.661212
2874,142427.625793
2875,108867.392455
2876,166379.021064
2877,133683.986324
2878,181863.668055
2879,135907.82746
2880,98616.6016203
2881,145592.04478
2882,148487.651251
2883,166005.300003
2884,220639.842438
2885,193431.516172
2886,209113.723579
2887,95680.6413385
2888,126027.757449
2889,54026.4670814
2890,79505.5444372
2891,129544.747976
2892,41422.7700262
2893,82776.0432333
2894,48561.7375546
2895,245215.715879
2896,280184.207053
2897,209947.560956
2898,149266.96313
2899,225271.566889
2900,159514.350752
2901,212976.822677
2902,186020.075762
2903,340407.737989
2904,359215.983879
2905,97276.2217961
2906,214531.626658
2907,107877.315615
2908,131922.029146
2909,142173.626724
2910,83928.658854
2911,84050.486594
2912,144962.013001
2913,86808.3505565
2914,79248.7374612
2915,82689.1513099
2916,85968.3085262
2917,154132.953503
2918,118773.784087
2919,233049.260124
